Nombre,Plataforma,Año,Género,Compañía,USA,Europa,Japón,Otros
Digimon World: Dawn / Dusk,Nintendo Dual Screen,2007,Role-Playing,Namco Bandai Games,0.12,0.0,0.18,0.01
Sesame Street: Elmo's Letter Adventure,PlayStation,1998,Misc,NewKidCo,0.17,0.12,0.0,0.02
Birthday Party Bash,Nintendo Wii,2009,Misc,Take-Two Interactive,0.29,0.0,0.0,0.02
NBA Inside Drive 2003,Xbox,2002,Sports,Microsoft Game Studios,0.23,0.07,0.0,0.01
FIFA Street,PlayStation2,2005,Sports,Electronic Arts,0.15,0.12,0.0,0.04
Monster Lab,Nintendo Wii,2008,Role-Playing,Eidos Interactive,0.27,0.02,0.0,0.02
Fate/Extra,PlayStation Portable,2010,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.03
Drakengard 3,PlayStation3,2013,Role-Playing,Square Enix,0.1,0.0,0.19,0.02
Catherine,Xbox360,2011,Adventure,Deep Silver,0.2,0.06,0.03,0.02
J Stars Victory Vs.,PlayStation3,2014,Fighting,Namco Bandai Games,0.05,0.05,0.2,0.02
Jampack: Summer 2003 (RP-M),PlayStation2,2003,Misc,Sony Computer Entertainment,0.15,0.12,0.0,0.04
Alone in the Dark: One-Eyed Jack's Revenge,PlayStation,1996,Adventure,Infogrames,0.17,0.12,0.0,0.02
Yu-Gi-Oh! The Dawn of Destiny,Xbox,2004,Strategy,Konami Digital Entertainment,0.23,0.07,0.0,0.01
1001 Touch Games,Nintendo Dual Screen,2011,Action,Avanquest,0.11,0.16,0.0,0.04
The Matrix: Path of Neo,Xbox,2005,Action,Atari,0.23,0.07,0.0,0.01
Namco Museum: Virtual Arcade,Xbox360,2008,Misc,Atari,0.27,0.01,0.01,0.02
Bust-A-Move Universe,Nintendo 3DS,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03
Mortal Kombat: Shaolin Monks,Xbox,2005,Action,Midway Games,0.23,0.07,0.0,0.01
Batman: Arkham Origins,Nintendo WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.19,0.09,0.0,0.03
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,Nintendo 3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.31,0.0
Shin Megami Tensei: Devil Survivor 2,Nintendo Dual Screen,2011,Role-Playing,Ghostlight,0.16,0.01,0.12,0.01
EinhÃ¤nder,PlayStation,1997,Shooter,SquareSoft,0.1,0.07,0.13,0.02
Tiny Toon Adventures: The Great Beanstalk,PlayStation,1998,Misc,Sony Computer Entertainment,0.17,0.12,0.0,0.02
Sonic Boom: Rise of Lyric,Nintendo WiiU,2014,Action,Sega,0.19,0.09,0.0,0.03
Metro: Last Light,Xbox One,2014,Action,Deep Silver,0.15,0.13,0.0,0.03
The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0.0,0.27,0.0,0.05
WipEout Pulse,PlayStation Portable,2007,Racing,Sony Computer Entertainment,0.13,0.12,0.0,0.06
The Legend of Spyro: Dawn of the Dragon,Xbox360,2008,Platform,Vivendi Games,0.16,0.12,0.0,0.03
Foto Frenzy: Spot The Diffrence,Nintendo Dual Screen,2009,Puzzle,Storm City Games,0.29,0.0,0.0,0.02
Armored Core: Silent Line,PlayStation2,2003,Simulation,Agetec,0.07,0.06,0.16,0.02
SD Gundam G Generation Wars,PlayStation2,2009,Strategy,Namco Bandai Games,0.0,0.0,0.31,0.0
Dr. Seuss: How the Grinch Stole Christmas,Nintendo Dual Screen,2007,Action,CokeM Interactive,0.29,0.0,0.0,0.02
Fuel,Xbox360,2009,Racing,Codemasters,0.09,0.18,0.0,0.04
Panzer Dragoon II Zwei,Sega Saturn,1995,Shooter,Sega,0.0,0.0,0.31,0.0
Tropico 5,PlayStation4,2015,Simulation,Kalypso Media,0.06,0.16,0.06,0.04
KISS Pinball,PlayStation,2001,Action,Take-Two Interactive,0.17,0.12,0.0,0.02
Brothers In Arms: Earned in Blood,Xbox,2005,Shooter,Ubisoft,0.23,0.07,0.0,0.01
LEGO Legends of Chima: Laval's Journey,Nintendo 3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,Game Boy Advance,2005,Action,THQ,0.22,0.08,0.0,0.01
Super Robot Taisen Complete Box,PlayStation,1999,Strategy,Banpresto,0.0,0.0,0.29,0.02
Peppa Pig: Theme Park Fun,Nintendo Dual Screen,2011,Misc,P2 Games,0.0,0.27,0.0,0.04
Skylanders: SuperChargers,PlayStation4,2015,Action,Activision,0.17,0.08,0.0,0.05
7 Wonders II,Nintendo Dual Screen,2009,Puzzle,Rondomedia,0.13,0.15,0.0,0.03
My Horse & Me,Nintendo Wii,2007,Sports,Atari,0.27,0.02,0.0,0.02
Dark Void,Xbox360,2010,Action,Capcom,0.19,0.09,0.0,0.03
Gold's Gym: Cardio Workout (Others sales),Nintendo Wii,2008,Sports,Ubisoft,0.0,0.29,0.0,0.02
Goemon's Great Adventure,Nintendo 64,1998,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1
Hot Wheels Turbo Racing,Nintendo 64,1999,Racing,Electronic Arts,0.25,0.06,0.0,0.0
Vigilante 8,Nintendo 64,1998,Racing,Activision,0.25,0.06,0.0,0.0
Bass Hunter 64,Nintendo 64,1999,Sports,Take-Two Interactive,0.25,0.06,0.0,0.0
Doubutsu no Mori,Nintendo 64,2001,Simulation,Nintendo,0.0,0.0,0.26,0.05
Jikkyou Powerful Pro Yakyuu 4,Nintendo 64,1997,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.05
Happy Feet,Nintendo Dual Screen,2006,Action,Midway Games,0.27,0.01,0.0,0.02
Manhunt 2,PlayStation Portable,2007,Action,Take-Two Interactive,0.04,0.17,0.0,0.09
Mega Man Maverick Hunter X,PlayStation Portable,2005,Platform,Capcom,0.27,0.01,0.0,0.03
J-League Winning Eleven 2007: Club Championship,PlayStation2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0
Barbie as The Island Princess,Nintendo Dual Screen,2007,Adventure,Activision,0.28,0.01,0.0,0.02
Clash of the Titans,PlayStation3,2010,Action,Namco Bandai Games,0.09,0.15,0.01,0.05
Mega Man Battle Network 2,Game Boy Advance,2002,Action,Ubisoft,0.22,0.08,0.0,0.01
Major League Baseball 2K8,PlayStation3,2008,Sports,Bethesda Softworks,0.28,0.0,0.0,0.03
Pandora's Tower,Nintendo Wii,2011,Role-Playing,Nintendo,0.11,0.1,0.08,0.02
Mountain King,Atari 2600,1982,Action,CBS Electronics,0.29,0.02,0.0,0.0
Jampack Volume 12,PlayStation2,2005,Misc,Sony Computer Entertainment,0.15,0.12,0.0,0.04
Lord of the Rings: Battle for Middle-Earth,Xbox360,2006,Strategy,Electronic Arts,0.28,0.0,0.0,0.02
Shaun White Snowboarding,PlayStation2,2008,Sports,Ubisoft,0.15,0.12,0.0,0.04
SimAnimals,Nintendo Wii,2009,Simulation,Electronic Arts,0.14,0.13,0.0,0.03
Tiger Woods PGA Tour 06,Xbox360,2005,Sports,Electronic Arts,0.28,0.0,0.0,0.02
Shin Megami Tensei: Devil Summoner - Soul Hackers,Sega Saturn,1997,Role-Playing,Atlus,0.0,0.0,0.31,0.0
MySims SkyHeroes,Nintendo Dual Screen,2010,Action,Electronic Arts,0.2,0.08,0.0,0.02
Jonah Lomu Rugby Challenge,Xbox360,2011,Sports,Home Entertainment Suppliers,0.09,0.19,0.0,0.03
Demolition Racer,PlayStation,1998,Racing,Infogrames,0.17,0.12,0.0,0.02
Midway Arcade Treasures 2,Xbox,2004,Misc,Midway Games,0.24,0.05,0.0,0.01
Final Fantasy IV,PlayStation,1997,Simulation,SquareSoft,0.0,0.0,0.29,0.02
The Incredible Hulk,Nintendo Wii,2008,Action,Sega,0.28,0.01,0.0,0.02
NASCAR Thunder 2003,Nintendo GameCube,2002,Racing,Electronic Arts,0.24,0.06,0.0,0.01
SD Gundam G Generation: Overworld,PlayStation Portable,2012,Strategy,Namco Bandai Games,0.0,0.0,0.31,0.0
Shin Megami Tensei: Devil Summoner - Soul Hackers,Nintendo 3DS,2012,Role-Playing,Atlus,0.13,0.02,0.14,0.01
Mega Man Zero Collection,Nintendo Dual Screen,2010,Platform,Capcom,0.17,0.01,0.11,0.02
SingStar Take That,PlayStation3,2009,Misc,Sony Computer Entertainment,0.0,0.28,0.0,0.03
NHL FaceOff 2000,PlayStation,1998,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02
Pro Evolution Soccer 2013,Xbox360,2012,Sports,Konami Digital Entertainment,0.08,0.2,0.0,0.03
Star Wars Racer Revenge,PlayStation2,2002,Racing,LucasArts,0.15,0.12,0.0,0.04
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,Nintendo Dual Screen,2010,Strategy,Konami Digital Entertainment,0.18,0.01,0.09,0.02
NCAA Final Four 2002,PlayStation2,2001,Sports,Sony Computer Entertainment,0.15,0.12,0.0,0.04
South Park: Chef's Luv Shack,PlayStation,1998,Misc,Acclaim Entertainment,0.17,0.12,0.0,0.02
Cabela's Outdoor Adventures (2009),Nintendo Wii,2009,Sports,Activision Value,0.28,0.0,0.0,0.02
Music Maker,PlayStation2,2001,Misc,Magix,0.15,0.12,0.0,0.04
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,Super Nintendo Entertainment System,1993,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0
Shrek's Carnival Craze Party Games,Nintendo Wii,2008,Misc,Activision,0.28,0.0,0.0,0.02
Astroblast,Atari 2600,1981,Action,Mattel Interactive,0.29,0.02,0.0,0.0
40 Winks,PlayStation,1999,Platform,GT Interactive,0.17,0.12,0.0,0.02
Blade II,PlayStation2,2002,Action,Activision,0.15,0.12,0.0,0.04
Calvin Tucker's Redneck Jamboree,Nintendo Wii,2008,Misc,Zoo Games,0.28,0.0,0.0,0.02
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,Nintendo Dual Screen,2009,Misc,Mentor Interactive,0.29,0.0,0.0,0.02
TRON: Evolution,Xbox360,2010,Action,Disney Interactive Studios,0.24,0.05,0.0,0.02
A Collection of Classic Games from the Intellivision,PlayStation,1999,Misc,Activision,0.17,0.12,0.0,0.02
Math Play,Nintendo Dual Screen,2006,Puzzle,Ubisoft,0.28,0.0,0.0,0.02
Bruce Lee: Quest of the Dragon,Xbox,2002,Fighting,Universal Interactive,0.23,0.07,0.0,0.01
Spin Jam,PlayStation,2000,Puzzle,Empire Interactive,0.17,0.12,0.0,0.02
KuruKuru Kururin,Game Boy Advance,2001,Puzzle,Nintendo,0.0,0.0,0.3,0.01
Disney's The Emperor's New Groove,PlayStation,2000,Platform,Sony Computer Entertainment,0.17,0.12,0.0,0.02
Dragon Ball Z: Battle of Z,PlayStation3,2014,Fighting,Namco Bandai Games,0.1,0.1,0.06,0.04
DmC: Devil May Cry,PlayStation4,2015,Action,Capcom,0.12,0.13,0.0,0.05
Disney's Stitch: Experiment 626,PlayStation2,2002,Action,Sony Computer Entertainment,0.15,0.12,0.0,0.04
RPG Tsukuru 2,Super Nintendo Entertainment System,1996,Role-Playing,ASCII Entertainment,0.0,0.0,0.31,0.0
Yuu Yuu Hakusho 2: Kakutou no Sho,Super Nintendo Entertainment System,1994,Fighting,Namco Bandai Games,0.0,0.0,0.31,0.0
Orphen: Scion of Sorcery,PlayStation2,2000,Role-Playing,Activision,0.15,0.12,0.0,0.04
NBA Live 08,PlayStation Portable,2007,Sports,Electronic Arts,0.28,0.0,0.0,0.02
Star Wars Episode III: Revenge of the Sith,Nintendo Dual Screen,2005,Action,Ubisoft,0.25,0.03,0.0,0.02
Ultimate Spider-Man,Game Boy Advance,2005,Action,Activision,0.22,0.08,0.0,0.01
Midtown Madness 3,Xbox,2003,Racing,Microsoft Game Studios,0.23,0.07,0.0,0.01
Shrek Swamp Kart Speedway,Game Boy Advance,2002,Racing,TDK Mediactive,0.22,0.08,0.0,0.01
Gameboy Gallery,Nintendo Game Boy,1995,Misc,Nintendo,0.0,0.0,0.3,0.0
Contra 4,Nintendo Dual Screen,2007,Shooter,Konami Digital Entertainment,0.28,0.0,0.01,0.02
Virtua Cop 2,Sega Saturn,1996,Shooter,Sega,0.0,0.0,0.3,0.0
Ehrgeiz,PlayStation,1998,Fighting,SquareSoft,0.17,0.12,0.0,0.02
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PlayStation Portable,2005,Misc,Sega,0.0,0.0,0.3,0.0
Spyro: Attack of the Rhynocs,Game Boy Advance,2003,Platform,Universal Interactive,0.22,0.08,0.0,0.01
Monsters vs. Aliens,PlayStation3,2009,Action,Activision,0.21,0.05,0.0,0.04
"Army Men World War: Land, Sea, Air",PlayStation,2000,Action,3DO,0.17,0.12,0.0,0.02
NASCAR 2011: The Game,Xbox360,2011,Racing,Activision,0.29,0.0,0.0,0.02
BlazBlue: Chrono Phantasma,PlayStation3,2013,Fighting,Arc System Works,0.14,0.0,0.14,0.03
Dai-2-Ji Super Robot Taisen OG,PlayStation3,2012,Strategy,Namco Bandai Games,0.0,0.0,0.3,0.0
Naruto: Ninja Destiny (US sales),Nintendo Dual Screen,2006,Fighting,Namco Bandai Games,0.3,0.0,0.0,0.0
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.03
Jumping Flash!,PlayStation,1995,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02
Mario Party: Star Rush,Nintendo 3DS,2016,Misc,Nintendo,0.08,0.13,0.08,0.02
Karaoke Revolution Party,PlayStation2,2005,Misc,Konami Digital Entertainment,0.15,0.12,0.0,0.04
Burnout,Nintendo GameCube,2002,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.01
Lizzie McGuire 3: Homecoming Havoc,Game Boy Advance,2005,Platform,Disney Interactive Studios,0.22,0.08,0.0,0.01
Chaos Legion,PlayStation2,2003,Action,Capcom,0.15,0.12,0.0,0.04
Puyo Puyo 7,Nintendo Dual Screen,2009,Puzzle,Sega,0.0,0.0,0.3,0.0
Charlie and the Chocolate Factory,Game Boy Advance,2005,Adventure,Global Star,0.22,0.08,0.0,0.01
Neopets: The Darkest Faerie,PlayStation2,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04
Blazing Heroes,Sega Saturn,1995,Role-Playing,Sega,0.0,0.0,0.3,0.0
Naruto Shippuden: Ultimate Ninja Storm 4,Xbox One,2016,Fighting,Namco Bandai Games,0.21,0.07,0.0,0.03
Rhythm Tengoku,Game Boy Advance,2006,Misc,Nintendo,0.0,0.0,0.3,0.01
Super Robot Taisen W,Nintendo Dual Screen,2007,Strategy,Banpresto,0.0,0.0,0.3,0.0
Cart World Series,PlayStation,1997,Racing,Sony Computer Entertainment,0.17,0.11,0.0,0.02
Shrek: Forever After,Nintendo Dual Screen,2010,Platform,Activision,0.18,0.1,0.0,0.03
Batman: Arkham VR,PlayStation4,2016,Action,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.06
Lumines ll,PlayStation Portable,2006,Puzzle,Disney Interactive Studios,0.12,0.12,0.0,0.07
24: The Game,PlayStation2,2006,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04
Famista '91,NES (Nintendo Entertainment System),1990,Sports,Namco Bandai Games,0.0,0.0,0.3,0.0
Madagascar,Nintendo Dual Screen,2005,Platform,Activision,0.25,0.03,0.0,0.02
The King of Fighters XIII,PlayStation3,2011,Fighting,Rising Star Games,0.17,0.06,0.04,0.03
Sniper Elite 3,Xbox360,2014,Shooter,505 Games,0.16,0.12,0.0,0.03
Super Robot Taisen OG: Original Generations Gaiden,PlayStation2,2007,Strategy,Banpresto,0.0,0.0,0.3,0.0
Lego Batman 3: Beyond Gotham,PlayStation Vita,2014,Action,Warner Bros. Interactive Entertainment,0.05,0.19,0.0,0.07
Decathlete,Sega Saturn,1994,Sports,Sega,0.0,0.0,0.3,0.0
Tom Clancy's Splinter Cell 3D,Nintendo 3DS,2011,Action,Ubisoft,0.14,0.07,0.07,0.02
Magna Carta 2,Xbox360,2009,Role-Playing,Banpresto,0.13,0.07,0.07,0.02
Looney Tunes: Duck Amuck,Nintendo Dual Screen,2007,Action,Warner Bros. Interactive Entertainment,0.28,0.0,0.0,0.02
Shin Megami Tensei: Persona 2: Innocent Sin,PlayStation Portable,2011,Role-Playing,Atlus,0.13,0.03,0.11,0.03
Romance of the Three Kingdoms VIII,PlayStation2,2002,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01
Fossil Fighters (JP sales),Nintendo Dual Screen,2008,Role-Playing,Nintendo,0.0,0.0,0.3,0.0
Daikaijyuu Monogatari,Super Nintendo Entertainment System,1994,Role-Playing,Hudson Soft,0.0,0.0,0.3,0.0
Hard Hitter Tennis,PlayStation2,2001,Sports,Midas Interactive Entertainment,0.15,0.11,0.0,0.04
F1 2013,Xbox360,2013,Racing,Codemasters,0.01,0.27,0.0,0.02
Quake II,Nintendo 64,1999,Shooter,Activision,0.24,0.06,0.0,0.0
Monster Truck Madness 64,Nintendo 64,1999,Racing,Take-Two Interactive,0.24,0.06,0.0,0.0
Crazy Taxi: Catch a Ride,Game Boy Advance,2003,Racing,THQ,0.21,0.08,0.0,0.01
Nounai Aeshe: IQ Suppli DS,Nintendo Dual Screen,2006,Misc,Spike,0.0,0.0,0.3,0.0
Final Fantasy XI: Wings of the Goddess,Xbox360,2007,Role-Playing,Square Enix,0.26,0.0,0.02,0.02
PowerUp Heroes,Xbox360,2011,Fighting,Ubisoft,0.18,0.09,0.0,0.03
Jonas,Nintendo Dual Screen,2009,Adventure,Disney Interactive Studios,0.27,0.0,0.0,0.02
Macross Digital Mission VF-X,PlayStation,1997,Simulation,Namco Bandai Games,0.0,0.0,0.28,0.02
Rayman 2: Revolution,PlayStation2,2000,Platform,Ubisoft,0.15,0.11,0.0,0.04
Yu Yu Hakusho Ghost Files: Spirit Detective,Game Boy Advance,2003,Action,Atari,0.21,0.08,0.0,0.01
Super Bomberman 5,Super Nintendo Entertainment System,1997,Puzzle,Hudson Soft,0.0,0.0,0.3,0.0
One Piece Unlimited Cruise SP,Nintendo 3DS,2011,Action,Namco Bandai Games,0.0,0.0,0.3,0.0
Madden NFL 13,PlayStation Vita,2012,Sports,Electronic Arts,0.28,0.0,0.0,0.02
Army Men: Air Attack 2,PlayStation,2000,Action,3DO,0.17,0.11,0.0,0.02
Stranglehold,PlayStation3,2007,Shooter,Midway Games,0.24,0.02,0.0,0.03
Pride FC: Fighting Championships,PlayStation2,2003,Fighting,THQ,0.15,0.11,0.0,0.04
Eternal Ring,PlayStation2,2000,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03
Dragon Force,Sega Saturn,1996,Strategy,Sega,0.0,0.0,0.3,0.0
Dynasty Warriors 8: Xtreme Legends,PlayStation4,2014,Action,Tecmo Koei,0.09,0.11,0.06,0.04
Resident Evil Archives: Resident Evil,Nintendo Wii,2008,Action,Capcom,0.16,0.04,0.08,0.02
Dynasty Warriors 6,Xbox360,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02
Silent Hill: Shattered Memories,PlayStation Portable,2010,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07
Dragon Quest Builders: Revive Alefgard,PlayStation Vita,2016,Role-Playing,Square Enix,0.0,0.0,0.3,0.0
Winning Post 2,Super Nintendo Entertainment System,1995,Sports,Tecmo Koei,0.0,0.0,0.3,0.0
Star Gladiator Episode: I Final Crusade,PlayStation,1996,Fighting,Virgin Interactive,0.07,0.05,0.15,0.02
Dance Dance Revolution Universe 3,Xbox360,2008,Simulation,Konami Digital Entertainment,0.28,0.0,0.0,0.02
Showdown: Legends of Wrestling,PlayStation2,2004,Fighting,Acclaim Entertainment,0.15,0.11,0.0,0.04
Sword Art Online: Hollow Fragment,PlayStation Vita,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.3,0.0
Imagine: Family Doctor,Nintendo Dual Screen,2009,Simulation,Ubisoft,0.27,0.01,0.0,0.02
Far East of Eden Zero,Super Nintendo Entertainment System,1995,Role-Playing,Hudson Soft,0.0,0.0,0.3,0.0
Full Spectrum Warrior,PlayStation2,2005,Strategy,THQ,0.15,0.11,0.0,0.04
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Nintendo Wii,2010,Misc,Namco Bandai Games,0.0,0.0,0.3,0.0
The Sims 2: Pets,PlayStation2,2006,Simulation,Electronic Arts,0.02,0.01,0.0,0.27
Wacky Races: Crash & Dash,Nintendo Wii,2008,Racing,Eidos Interactive,0.27,0.0,0.0,0.02
Power Pro Kun Pocket 6,Game Boy Advance,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.01
Power Pro Kun Pocket 10,Nintendo Dual Screen,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.3,0.0
Finding Nemo: The Continuing Adventures,Game Boy Advance,2004,Action,THQ,0.21,0.08,0.0,0.01
Spirit: Stallion of the Cimarron,Game Boy Advance,2002,Platform,THQ,0.21,0.08,0.0,0.01
The Suite Life of Zack & Cody: Circle of Spies,Nintendo Dual Screen,2007,Action,Disney Interactive Studios,0.17,0.09,0.0,0.03
Future Cop L.A.P.D.,PlayStation,1997,Simulation,Electronic Arts,0.16,0.11,0.0,0.02
MySims Party,Nintendo Dual Screen,2009,Simulation,Electronic Arts,0.15,0.12,0.0,0.03
Hamster Tarou,Nintendo Game Boy,1999,Simulation,Jorudan,0.0,0.0,0.3,0.0
Fist of the North Star: Ken's Rage 2,PlayStation3,2012,Fighting,Tecmo Koei,0.0,0.0,0.3,0.0
Shark Tale,Nintendo GameCube,2004,Action,Activision,0.23,0.06,0.0,0.01
MLB SlugFest Loaded,PlayStation2,2004,Sports,Midway Games,0.14,0.11,0.0,0.04
Squinkies,Nintendo Dual Screen,2011,Misc,Activision,0.26,0.02,0.0,0.02
Rapala Pro Bass Fishing 2010,Nintendo Wii,2010,Sports,Activision,0.22,0.05,0.0,0.03
Teenage Mutant Ninja Turtles,Xbox,2003,Action,Konami Digital Entertainment,0.22,0.06,0.0,0.01
Capcom Classics Collection Remixed,PlayStation Portable,2006,Misc,Capcom,0.27,0.0,0.0,0.02
1701 A.D.,PC,2006,Simulation,Deep Silver,0.0,0.25,0.0,0.04
Lego Star Wars: The Force Awakens,Xbox One,2016,Action,Warner Bros. Interactive Entertainment,0.14,0.13,0.0,0.02
Little Deviants,PlayStation Vita,2011,Platform,Sony Computer Entertainment,0.14,0.12,0.0,0.04
Spider-Man 3,PlayStation Portable,2007,Platform,Activision,0.01,0.23,0.0,0.05
AMF Bowling 2004,Xbox,2003,Sports,Mud Duck Productions,0.22,0.06,0.0,0.01
N3: Ninety-Nine Nights,Xbox360,2006,Action,Microsoft Game Studios,0.2,0.02,0.05,0.02
Scooby-Doo! Night of 100 Frights,Nintendo GameCube,2002,Platform,THQ,0.23,0.06,0.0,0.01
Radiant Historia,Nintendo Dual Screen,2010,Role-Playing,Atlus,0.19,0.0,0.09,0.01
Sorcery,PlayStation3,2012,Action,Sony Computer Entertainment,0.14,0.11,0.0,0.05
RealSports Boxing,Atari 2600,1986,Sports,Atari,0.28,0.02,0.0,0.0
Imagine: Makeup Artist,Nintendo Dual Screen,2020,Simulation,Ubisoft,0.27,0.0,0.0,0.02
Harry Potter and the Order of the Phoenix,Xbox360,2007,Action,Electronic Arts,0.24,0.03,0.0,0.02
Grandia II,PlayStation2,2002,Role-Playing,Ubisoft,0.14,0.11,0.0,0.04
Shaun White Snowboarding: World Stage,Nintendo Wii,2009,Sports,Ubisoft,0.24,0.03,0.0,0.02
Spider-Man: Friend or Foe,Xbox360,2007,Action,Activision,0.26,0.01,0.0,0.02
Guitar Hero: Van Halen,Xbox360,2009,Misc,Activision,0.16,0.1,0.0,0.03
Dreamworks Madagascar Kartz,PlayStation3,2009,Racing,Activision,0.19,0.07,0.0,0.04
Batman: The Brave and the Bold the Videogame,Nintendo Dual Screen,2010,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0.0,0.02
The Sims 2,PC,2004,Simulation,Electronic Arts,0.02,0.24,0.0,0.04
Phineas and Ferb Ride Again,Nintendo Dual Screen,2010,Action,Disney Interactive Studios,0.24,0.03,0.0,0.02
Need for Speed Underground,Game Boy Advance,2003,Racing,Electronic Arts,0.21,0.08,0.0,0.01
Def Jam Rapstar,Xbox360,2010,Misc,Konami Digital Entertainment,0.25,0.02,0.0,0.02
Power Pro Kun Pocket 4,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.01
Guardian Heroes,Sega Saturn,1995,Role-Playing,Sega,0.0,0.0,0.29,0.0
Outlaw Golf,Xbox,2002,Sports,TDK Mediactive,0.22,0.06,0.0,0.01
Fisherman's Bait 2: Big Ol' Bass,PlayStation,1999,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02
MySims SkyHeroes,Nintendo Wii,2010,Action,Electronic Arts,0.16,0.1,0.0,0.03
Mini Ninjas,Xbox360,2009,Action,Eidos Interactive,0.12,0.14,0.0,0.03
Lupin the 3rd: Treasure of the Sorcerer King,PlayStation2,2002,Adventure,505 Games,0.02,0.02,0.25,0.01
Disney Infinity,Nintendo 3DS,2013,Action,Disney Interactive Studios,0.17,0.1,0.0,0.02
The LEGO Movie Videogame,PlayStation Vita,2014,Action,Warner Bros. Interactive Entertainment,0.04,0.19,0.0,0.07
Kurohyou: Ryu ga Gotoku Shinshou,PlayStation Portable,2010,Adventure,Sega,0.0,0.0,0.29,0.0
Ben 10 Alien Force: Vilgax Attacks,PlayStation2,2009,Action,D3Publisher,0.11,0.03,0.0,0.15
NBA Street V3,Nintendo GameCube,2005,Sports,Electronic Arts,0.23,0.06,0.0,0.01
Nicktoons: Battle for Volcano Island,Nintendo Dual Screen,2006,Action,THQ,0.27,0.0,0.0,0.02
WinBack: Covert Operations,PlayStation2,2000,Shooter,Midas Interactive Entertainment,0.14,0.11,0.0,0.04
Kagero: Deception II,PlayStation,1998,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02
Syphon Filter: Dark Mirror,PlayStation Portable,2006,Shooter,Sony Computer Entertainment,0.26,0.01,0.0,0.03
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PlayStation,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.02
Invizimals: Shadow Zone,PlayStation Portable,2010,Strategy,Sony Computer Entertainment,0.05,0.16,0.0,0.08
Glory of Heracles,Nintendo Dual Screen,2008,Role-Playing,Nintendo,0.19,0.0,0.08,0.01
Rabbids: Alive & Kicking,Xbox360,2011,Misc,Ubisoft,0.15,0.11,0.0,0.03
Up,Xbox360,2009,Action,THQ,0.2,0.07,0.0,0.03
Modnation Racers: Road Trip,PlayStation Vita,2012,Racing,Sony Computer Entertainment,0.15,0.09,0.0,0.04
NBA Live 06,Xbox360,2005,Sports,Electronic Arts,0.27,0.0,0.0,0.02
ExerBeat,Nintendo Wii,2010,Sports,Namco Bandai Games,0.1,0.16,0.0,0.03
J-League Victory Goal '96,Sega Saturn,1996,Sports,Sega,0.0,0.0,0.29,0.0
Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts,0.02,0.23,0.0,0.04
Jeopardy! 2nd Edition,PlayStation,2000,Misc,Hasbro Interactive,0.16,0.11,0.0,0.02
SD Gundam G Century,PlayStation,1997,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.02
